240,2,4
240,2,3
240,2,4
240,2,3
240,2,4
240,2,3
240,2,4
240,2,3
240,3,4
240,2,3
240,3,4
240,2,3
240,3,4
240,2,3
270,0,4
270,1,0
270,0,4
270,1,0
270,0,4
270,1,0
270,0,4
270,1,0
270,1,4
270,1,0
270,1,4
270,1,0
270,1,4
270,1,0
270,1,4
270,1,0
400,2,4
400,1,4
400,3,4
400,2,4
400,1,4
400,3,4
400,2,4
400,1,4
400,3,4
400,2,4
400,1,4
420,3,4
400,3,4
400,0,4
400,2,4
400,3,4
400,0,4
400,2,4
400,3,4
400,0,4
400,2,4
400,3,4
400,0,4
420,2,4
400,2,4
400,1,4
400,3,4
400,2,4
400,1,4
400,3,4
400,2,4
400,1,4
400,3,4
400,2,4
400,1,4
420,3,4
400,3,4
400,0,4
400,2,4
400,3,4
400,0,4
400,2,4
400,3,4
400,0,4
400,2,4
400,3,4
400,0,4
420,2,4
390,2,3
410,2,4
410,1,4
410,0,4
410,2,4
410,1,4
410,0,4
410,3,2
410,1,0
410,3,2
410,3,4
410,0,4
410,1,4
410,3,4
410,0,4
410,1,4
410,0,4
410,1,4
410,2,3
410,2,3
410,2,3
380,1,0
390,2,4
390,1,4
390,0,4
400,2,4
400,1,4
400,0,4
380,2,3
380,2,3
380,2,3
250,2,3
300,2,4
300,1,4
350,3,4
300,2,3
300,2,4
300,1,4
380,2,3
380,1,0
380,2,3
380,1,0
340,2,4
380,1,4
380,0,4
380,2,3
340,1,0
400,2,3
400,2,3
400,2,3
360,1,0
380,2,3
360,2,4
380,1,4
380,0,4
370,2,3
370,2,4
370,1,4
370,0,4
370,2,3
370,0,1
370,2,3
370,1,0
390,2,4
390,1,4
390,0,4
390,2,4
390,1,4
390,0,4
390,2,3
390,1,0
390,2,3
420,1,0
390,2,3
390,1,0
370,2,4
370,1,4
370,0,4
370,2,4
370,1,4
400,2,3
400,1,0
400,2,3
400,1,0
400,2,3
400,1,0
360,2,4
360,3,4
360,2,4
360,3,4
360,2,4
360,3,4
360,2,4
360,3,4
360,2,4
360,3,4
360,1,4
360,3,4
360,1,4
360,3,4
360,0,4
360,3,4
340,1,4
420,2,4
420,1,4
420,3,4
420,0,4
460,0,4
460,1,4
460,2,4
460,3,4
460,0,4
460,1,4
460,2,4
460,3,4
460,0,4
460,1,4
460,2,4
460,3,4
460,0,4
460,3,4
460,0,4
460,1,4
460,2,4
460,2,4
460,1,4
460,0,4
460,3,4
460,2,4
460,1,4
460,3,4
460,0,4
460,1,4
460,2,4
460,3,4
460,0,4
460,2,4
460,1,4
460,0,4
460,3,4
460,2,4
460,1,4
460,3,4
460,0,4
460,1,4
460,2,4
460,3,4
460,0,4
460,2,4
460,1,4
460,0,4
460,3,4
460,2,4
460,1,4
460,3,4
460,0,4
460,1,4
460,2,4
460,3,4
460,0,4
